site,genus,species,forklength,lowest_taxon,collection
PLC,Lepomis,macrochirus,58,L.macrochirus,2017-12-03
PLC,Lepomis,macrochirus,66,L.macrochirus,2017-12-03
PLC,Lepomis,cyanellus,82,L.cyanellus,2017-12-03
PLC,Lepomis,cyanellus,63,L.cyanellus,2017-12-03
PLC,Lepomis,cyanellus,79,L.cyanellus,2017-12-03
PLC,Lepomis,cyanellus,37,L.cyanellus,2017-12-03
PLC,Lepomis,cyanellus,37,L.cyanellus,2017-12-03
PLC,Lepomis,megalotis,54,L.megalotis,2017-12-03
PLC,Lepomis,megalotis,48,L.megalotis,2017-12-03
PLC,Lepomis,megalotis,58,L.megalotis,2017-12-03
PLC,Lepomis,megalotis,135,L.megalotis,2017-12-03
PLC,Lepomis,megalotis,43,L.megalotis,2017-12-03
PLC,Lepomis,megalotis,52,L.megalotis,2017-12-03
PLC,Lepomis,megalotis,39,L.megalotis,2017-12-03
PLC,Lepomis,megalotis,70,L.megalotis,2017-12-03
PLC,Lepomis,megalotis,70,L.megalotis,2017-12-03
PLC,Lepomis,megalotis,62,L.megalotis,2017-12-03
PLC,Lepomis,megalotis,60,L.megalotis,2017-12-03
PLC,Lepomis,megalotis,74,L.megalotis,2017-12-03
PLC,Lepomis,megalotis,55,L.megalotis,2017-12-03
PLC,Lepomis,megalotis,66,L.megalotis,2017-12-03
PLC,Lepomis,megalotis,63,L.megalotis,2017-12-03
PLC,Lepomis,megalotis,58,L.megalotis,2017-12-03
PLC,Lepomis,megalotis,50,L.megalotis,2017-12-03
PLC,Lepomis,megalotis,34,L.megalotis,2017-12-03
PLC,Lepomis,megalotis,49,L.megalotis,2017-12-03
PLC,Lepomis,megalotis,34,L.megalotis,2017-12-03
MR,Adinia,xenica,39,A.xenica,2017-12-05
MR,Agonostomus,monticola,32,A.monticola,2017-12-05
MR,Agonostomus,monticola,41,A.monticola,2017-12-05
MR,Anchoa,mitchilli,33,A.mitchilli,2017-12-05
MR,Anguilla,rostrata,355,A.rostrata,2017-12-05
MR,Cyprinodon,variegatus,27,C.variegatus,2017-12-05
MR,Cyprinodon,variegatus,28,C.variegatus,2017-12-05
MR,Cyprinodon,variegatus,26,C.variegatus,2017-12-05
MR,Cyprinodon,variegatus,27,C.variegatus,2017-12-05
MR,Cyprinodon,variegatus,30,C.variegatus,2017-12-05
MR,Cyprinodon,variegatus,33,C.variegatus,2017-12-05
MR,Cyprinodon,variegatus,30,C.variegatus,2017-12-05
MR,Cyprinodon,variegatus,31,C.variegatus,2017-12-05
MR,Cyprinodon,variegatus,24,C.variegatus,2017-12-05
MR,Cyprinodon,variegatus,47,C.variegatus,2017-12-05
MR,Cyprinodon,variegatus,25,C.variegatus,2017-12-05
MR,Cyprinodon,variegatus,32,C.variegatus,2017-12-05
MR,Cyprinodon,variegatus,23,C.variegatus,2017-12-05
MR,Cyprinodon,variegatus,25,C.variegatus,2017-12-05
MR,Cyprinodon,variegatus,31,C.variegatus,2017-12-05
MR,Cyprinodon,variegatus,29,C.variegatus,2017-12-05
MR,Cyprinodon,variegatus,28,C.variegatus,2017-12-05
MR,Cyprinodon,variegatus,38,C.variegatus,2017-12-05
MR,Cyprinodon,variegatus,26,C.variegatus,2017-12-05
MR,Cyprinodon,variegatus,24,C.variegatus,2017-12-05
MR,Fundulus,chrysotus,48,F.chrysotus,2017-12-05
MR,Fundulus,grandis,49,F.grandis,2017-12-05
MR,Fundulus,grandis,69,F.grandis,2017-12-05
MR,Fundulus,grandis,83,F.grandis,2017-12-05
MR,Fundulus,grandis,77,F.grandis,2017-12-05
MR,Fundulus,grandis,63,F.grandis,2017-12-05
MR,Fundulus,grandis,63,F.grandis,2017-12-05
MR,Fundulus,grandis,72,F.grandis,2017-12-05
MR,Fundulus,grandis,75,F.grandis,2017-12-05
MR,Fundulus,grandis,74,F.grandis,2017-12-05
MR,Fundulus,grandis,57,F.grandis,2017-12-05
MR,Fundulus,grandis,27,F.grandis,2017-12-05
MR,Fundulus,grandis,69,F.grandis,2017-12-05
MR,Fundulus,grandis,35,F.grandis,2017-12-05
MR,Fundulus,grandis,32,F.grandis,2017-12-05
MR,Fundulus,grandis,34,F.grandis,2017-12-05
MR,Fundulus,grandis,30,F.grandis,2017-12-05
MR,Fundulus,grandis,30,F.grandis,2017-12-05
MR,Fundulus,grandis,29,F.grandis,2017-12-05
MR,Fundulus,grandis,30,F.grandis,2017-12-05
MR,Fundulus,grandis,70,F.grandis,2017-12-05
MR,Gambusia,affinis,19,G.affinis,2017-12-05
MR,Gambusia,affinis,39,G.affinis,2017-12-05
MR,Gambusia,affinis,21,G.affinis,2017-12-05
MR,Gambusia,affinis,36,G.affinis,2017-12-05
MR,Gambusia,affinis,41,G.affinis,2017-12-05
MR,Gambusia,affinis,23,G.affinis,2017-12-05
MR,Gambusia,affinis,32,G.affinis,2017-12-05
MR,Gambusia,affinis,31,G.affinis,2017-12-05
MR,Gambusia,affinis,39,G.affinis,2017-12-05
MR,Gambusia,affinis,32,G.affinis,2017-12-05
MR,Gambusia,affinis,24,G.affinis,2017-12-05
MR,Gambusia,affinis,31,G.affinis,2017-12-05
MR,Gambusia,affinis,29,G.affinis,2017-12-05
MR,Gambusia,affinis,27,G.affinis,2017-12-05
MR,Gambusia,affinis,20,G.affinis,2017-12-05
MR,Gambusia,affinis,21,G.affinis,2017-12-05
MR,Gambusia,affinis,24,G.affinis,2017-12-05
MR,Gambusia,affinis,30,G.affinis,2017-12-05
MR,Gambusia,affinis,39,G.affinis,2017-12-05
MR,Gambusia,affinis,27,G.affinis,2017-12-05
MR,Gambusia,affinis,36,G.affinis,2017-12-05
MR,Herichthys,cyanoguttatus,81,H.cyanoguttatus,2017-12-05
MR,Herichthys,cyanoguttatus,42,H.cyanoguttatus,2017-12-05
MR,Herichthys,cyanoguttatus,44,H.cyanoguttatus,2017-12-05
MR,Herichthys,cyanoguttatus,71,H.cyanoguttatus,2017-12-05
MR,Herichthys,cyanoguttatus,56,H.cyanoguttatus,2017-12-05
MR,Herichthys,cyanoguttatus,70,H.cyanoguttatus,2017-12-05
MR,Lepomis,gulosus,90,L.gulosus,2017-12-05
MR,Lepomis,gulosus,90,L.gulosus,2017-12-05
MR,Lepomis,megalotis,80,L.megalotis,2017-12-05
MR,Lepomis,megalotis,53,L.megalotis,2017-12-05
MR,Lepomis,megalotis,49,L.megalotis,2017-12-05
MR,Minidia,beryllina,43,M.beryllina,2017-12-05
MR,Minidia,beryllina,32,M.beryllina,2017-12-05
MR,Poecilia,formosa,31,P.formosa,2017-12-05
MR,Poecilia,latipinna,31,P.latipinna,2017-12-05
MR,Poecilia,latipinna,31,P.latipinna,2017-12-05
MR,Poecilia,latipinna,35,P.latipinna,2017-12-05
MR,Poecilia,latipinna,31,P.latipinna,2017-12-05
MR,Poecilia,latipinna,37,P.latipinna,2017-12-05
MR,Poecilia,latipinna,29,P.latipinna,2017-12-05
MR,Poecilia,latipinna,23,P.latipinna,2017-12-05
MR,Poecilia,latipinna,32,P.latipinna,2017-12-05
MR,Poecilia,latipinna,29,P.latipinna,2017-12-05
MR,Poecilia,latipinna,23,P.latipinna,2017-12-05
MR,Poecilia,latipinna,26,P.latipinna,2017-12-05
MR,Poecilia,latipinna,31,P.latipinna,2017-12-05
MR,Poecilia,latipinna,22,P.latipinna,2017-12-05
MR,Poecilia,latipinna,31,P.latipinna,2017-12-05
MR,Poecilia,latipinna,29,P.latipinna,2017-12-05
MR,Poecilia,latipinna,23,P.latipinna,2017-12-05
MR,Poecilia,latipinna,29,P.latipinna,2017-12-05
MR,Poecilia,latipinna,21,P.latipinna,2017-12-05
MR,Poecilia,latipinna,27,P.latipinna,2017-12-05
MR,Poecilia,latipinna,22,P.latipinna,2017-12-05
PDC,Fundulus,grandis,47,F.grandis,2017-12-05
PDC,Fundulus,grandis,22,F.grandis,2017-12-05
PDC,Fundulus,grandis,22,F.grandis,2017-12-05
PDC,Fundulus,grandis,20,F.grandis,2017-12-05
PDC,Fundulus,grandis,22,F.grandis,2017-12-05
PDC,Fundulus,notatus,22,F.notatus,2017-12-05
PDC,Fundulus,notatus,45,F.notatus,2017-12-05
PDC,Fundulus,notatus,60,F.notatus,2017-12-05
PDC,Fundulus,notatus,65,F.notatus,2017-12-05
PDC,Fundulus,notatus,45,F.notatus,2017-12-05
PDC,Fundulus,notatus,85,F.notatus,2017-12-05
PDC,Fundulus,notatus,42,F.notatus,2017-12-05
PDC,Fundulus,notatus,50,F.notatus,2017-12-05
PDC,Fundulus,notatus,63,F.notatus,2017-12-05
PDC,Fundulus,notatus,60,F.notatus,2017-12-05
PDC,Gambusia,affinis,25,G.affinis,2017-12-05
PDC,Gambusia,affinis,30,G.affinis,2017-12-05
PDC,Gambusia,affinis,25,G.affinis,2017-12-05
PDC,Gambusia,affinis,25,G.affinis,2017-12-05
PDC,Gambusia,affinis,25,G.affinis,2017-12-05
PDC,Gambusia,affinis,30,G.affinis,2017-12-05
PDC,Gambusia,affinis,20,G.affinis,2017-12-05
PDC,Gambusia,affinis,35,G.affinis,2017-12-05
PDC,Gambusia,affinis,40,G.affinis,2017-12-05
PDC,Gambusia,affinis,34,G.affinis,2017-12-05
PDC,Gambusia,affinis,22,G.affinis,2017-12-05
PDC,Gambusia,affinis,20,G.affinis,2017-12-05
PDC,Gambusia,affinis,20,G.affinis,2017-12-05
PDC,Gambusia,affinis,30,G.affinis,2017-12-05
PDC,Gambusia,affinis,32,G.affinis,2017-12-05
PDC,Gambusia,affinis,22,G.affinis,2017-12-05
PDC,Gambusia,affinis,24,G.affinis,2017-12-05
PDC,Gambusia,affinis,32,G.affinis,2017-12-05
PDC,Gambusia,affinis,26,G.affinis,2017-12-05
PDC,Gambusia,affinis,19,G.affinis,2017-12-05
PDC,Herichthys,cyanoguttatus,51,H.cyanoguttatus,2017-12-05
PDC,Herichthys,cyanoguttatus,32,H.cyanoguttatus,2017-12-05
PDC,Herichthys,cyanoguttatus,70,H.cyanoguttatus,2017-12-05
PDC,Herichthys,cyanoguttatus,45,H.cyanoguttatus,2017-12-05
PDC,Herichthys,cyanoguttatus,30,H.cyanoguttatus,2017-12-05
PDC,Lepomis,auritius,140,L.auritius,2017-12-05
PDC,Lepomis,gulosus,85,L.gulosus,2017-12-05
PDC,Lepomis,gulosus,90,L.gulosus,2017-12-05
PDC,Lepomis,gulosus,50,L.gulosus,2017-12-05
PDC,Lepomis,gulosus,55,L.gulosus,2017-12-05
PDC,Lepomis,macrochirus,70,L.macrochirus,2017-12-05
PDC,Lepomis,macrochirus,75,L.macrochirus,2017-12-05
PDC,Lepomis,macrochirus,55,L.macrochirus,2017-12-05
PDC,Lepomis,macrochirus,45,L.macrochirus,2017-12-05
PDC,Lepomis,macrochirus,35,L.macrochirus,2017-12-05
PDC,Lepomis,macrochirus,110,L.macrochirus,2017-12-05
PDC,Lepomis,macrochirus,80,L.macrochirus,2017-12-05
PDC,Lepomis,macrochirus,75,L.macrochirus,2017-12-05
PDC,Lepomis,macrochirus,35,L.macrochirus,2017-12-05
PDC,Lepomis,macrochirus,105,L.macrochirus,2017-12-05
PDC,Lepomis,macrochirus,110,L.macrochirus,2017-12-05
PDC,Lepomis,macrochirus,47,L.macrochirus,2017-12-05
PDC,Lepomis,macrochirus,66,L.macrochirus,2017-12-05
PDC,Lepomis,macrochirus,29,L.macrochirus,2017-12-05
PDC,Lepomis,cyanellus,77,L.cyanellus,2017-12-05
PDC,Lepomis,cyanellus,84,L.cyanellus,2017-12-05
PDC,Lepomis,cyanellus,95,L.cyanellus,2017-12-05
PDC,Lepomis,cyanellus,52,L.cyanellus,2017-12-05
PDC,Lepomis,cyanellus,94,L.cyanellus,2017-12-05
PDC,Lepomis,cyanellus,105,L.cyanellus,2017-12-05
PDC,Lepomis,cyanellus,64,L.cyanellus,2017-12-05
PDC,Lepomis,cyanellus,74,L.cyanellus,2017-12-05
PDC,Lepomis,cyanellus,47,L.cyanellus,2017-12-05
PDC,Lepomis,cyanellus,100,L.cyanellus,2017-12-05
PDC,Lepomis,cyanellus,97,L.cyanellus,2017-12-05
PDC,Lepomis,cyanellus,100,L.cyanellus,2017-12-05
PDC,Lepomis,cyanellus,100,L.cyanellus,2017-12-05
PDC,Lepomis,cyanellus,90,L.cyanellus,2017-12-05
PDC,Lepomis,cyanellus,59,L.cyanellus,2017-12-05
PDC,Lepomis,cyanellus,36,L.cyanellus,2017-12-05
PDC,Lepomis,megalotis,23,L.megalotis,2017-12-05
PDC,Lepomis,megalotis,90,L.megalotis,2017-12-05
PDC,Lepomis,megalotis,80,L.megalotis,2017-12-05
PDC,Lepomis,megalotis,25,L.megalotis,2017-12-05
PDC,Lepomis,megalotis,100,L.megalotis,2017-12-05
PDC,Lepomis,megalotis,80,L.megalotis,2017-12-05
PDC,Lepomis,megalotis,90,L.megalotis,2017-12-05
PDC,Lepomis,megalotis,60,L.megalotis,2017-12-05
PDC,Lepomis,megalotis,74,L.megalotis,2017-12-05
PDC,Lepomis,megalotis,83,L.megalotis,2017-12-05
PDC,Lepomis,megalotis,105,L.megalotis,2017-12-05
PDC,Lepomis,megalotis,72,L.megalotis,2017-12-05
PDC,Lepomis,megalotis,97,L.megalotis,2017-12-05
PDC,Lepomis,megalotis,30,L.megalotis,2017-12-05
PDC,Lepomis,megalotis,117,L.megalotis,2017-12-05
PDC,Lepomis,megalotis,88,L.megalotis,2017-12-05
PDC,Lepomis,megalotis,111,L.megalotis,2017-12-05
PDC,Lepomis,megalotis,115,L.megalotis,2017-12-05
PDC,Lepomis,megalotis,102,L.megalotis,2017-12-05
PDC,Lepomis,megalotis,26,L.megalotis,2017-12-05
PDC,Lepomis,megalotis,50,L.megalotis,2017-12-05
PDC,Micropterus,salmoides,210,M.salmoides,2017-12-05
PDC,Micropterus,salmoides,165,M.salmoides,2017-12-05
PDC,Micropterus,salmoides,155,M.salmoides,2017-12-05
PDC,Poecilia,latipinna,29,P.latipinna,2017-12-05
PDC,Poecilia,latipinna,32,P.latipinna,2017-12-05
AR,Cyprinella,lutrensis,36,C.lutrensis,2017-12-07
AR,Cyprinella,lutrensis,55,C.lutrensis,2017-12-07
AR,Cyprinella,lutrensis,34,C.lutrensis,2017-12-07
AR,Cyprinella,lutrensis,37,C.lutrensis,2017-12-07
AR,Cyprinella,lutrensis,45,C.lutrensis,2017-12-07
AR,Cyprinella,lutrensis,43,C.lutrensis,2017-12-07
AR,Cyprinella,lutrensis,31,C.lutrensis,2017-12-07
AR,Cyprinella,lutrensis,42,C.lutrensis,2017-12-07
AR,Cyprinella,lutrensis,41,C.lutrensis,2017-12-07
AR,Cyprinella,lutrensis,38,C.lutrensis,2017-12-07
AR,Cyprinella,lutrensis,36,C.lutrensis,2017-12-07
AR,Cyprinella,lutrensis,35,C.lutrensis,2017-12-07
AR,Cyprinella,lutrensis,35,C.lutrensis,2017-12-07
AR,Cyprinella,lutrensis,36,C.lutrensis,2017-12-07
AR,Cyprinella,lutrensis,41,C.lutrensis,2017-12-07
AR,Cyprinella,lutrensis,29,C.lutrensis,2017-12-07
AR,Cyprinella,lutrensis,36,C.lutrensis,2017-12-07
AR,Cyprinella,lutrensis,32,C.lutrensis,2017-12-07
AR,Cyprinella,lutrensis,37,C.lutrensis,2017-12-07
AR,Cyprinella,lutrensis,42,C.lutrensis,2017-12-07
AR,Gambusia,affinis,30,G.affinis,2017-12-07
AR,Gambusia,affinis,37,G.affinis,2017-12-07
AR,Gambusia,affinis,30,G.affinis,2017-12-07
AR,Gambusia,affinis,37,G.affinis,2017-12-07
AR,Gambusia,affinis,26,G.affinis,2017-12-07
AR,Gambusia,affinis,32,G.affinis,2017-12-07
AR,Gambusia,affinis,27,G.affinis,2017-12-07
AR,Gambusia,affinis,22,G.affinis,2017-12-07
AR,Gambusia,affinis,22,G.affinis,2017-12-07
AR,Gambusia,affinis,27,G.affinis,2017-12-07
AR,Gambusia,affinis,25,G.affinis,2017-12-07
AR,Gambusia,affinis,30,G.affinis,2017-12-07
AR,Herichthys,cyanoguttatus,30,H.cyanoguttatus,2017-12-07
AR,Herichthys,cyanoguttatus,137,H.cyanoguttatus,2017-12-07
AR,Herichthys,cyanoguttatus,40,H.cyanoguttatus,2017-12-07
AR,Herichthys,cyanoguttatus,55,H.cyanoguttatus,2017-12-07
AR,Lepomis,macrochirus,78,L.macrochirus,2017-12-07
AR,Lepomis,macrochirus,70,L.macrochirus,2017-12-07
AR,Lepomis,macrochirus,35,L.macrochirus,2017-12-07
AR,Lepomis,macrochirus,80,L.macrochirus,2017-12-07
AR,Lepomis,macrochirus,100,L.macrochirus,2017-12-07
AR,Lepomis,macrochirus,112,L.macrochirus,2017-12-07
AR,Lepomis,macrochirus,53,L.macrochirus,2017-12-07
AR,Lepomis,macrochirus,50,L.macrochirus,2017-12-07
AR,Lepomis,macrochirus,87,L.macrochirus,2017-12-07
AR,Lepomis,cyanellus,130,L.cyanellus,2017-12-07
AR,Lepomis,megalotis,26,L.megalotis,2017-12-07
AR,Lepomis,megalotis,65,L.megalotis,2017-12-07
AR,Lepomis,megalotis,115,L.megalotis,2017-12-07
AR,Lepomis,megalotis,70,L.megalotis,2017-12-07
AR,Lepomis,megalotis,36,L.megalotis,2017-12-07
AR,Lepomis,megalotis,96,L.megalotis,2017-12-07
AR,Lepomis,megalotis,69,L.megalotis,2017-12-07
AR,Lepomis,megalotis,84,L.megalotis,2017-12-07
AR,Lepomis,megalotis,68,L.megalotis,2017-12-07
AR,Lepomis,megalotis,95,L.megalotis,2017-12-07
AR,Lepomis,megalotis,59,L.megalotis,2017-12-07
AR,Lepomis,megalotis,104,L.megalotis,2017-12-07
AR,Lepomis,megalotis,101,L.megalotis,2017-12-07
AR,Lepomis,megalotis,50,L.megalotis,2017-12-07
AR,Lepomis,megalotis,129,L.megalotis,2017-12-07
AR,Lepomis,megalotis,49,L.megalotis,2017-12-07
AR,Lepomis,megalotis,50,L.megalotis,2017-12-07
AR,Lepomis,megalotis,29,L.megalotis,2017-12-07
AR,Lepomis,megalotis,47,L.megalotis,2017-12-07
AR,Lepomis,megalotis,65,L.megalotis,2017-12-07
AR,Lepomis,megalotis,42,L.megalotis,2017-12-07
SFC,Cyprinella,lutrensis,47,C.lutrensis,2017-12-11
SFC,Cyprinella,lutrensis,44,C.lutrensis,2017-12-11
SFC,Cyprinella,lutrensis,34,C.lutrensis,2017-12-11
SFC,Gambusia,affinis,40,G.affinis,2017-12-11
SFC,Gambusia,affinis,34,G.affinis,2017-12-11
SFC,Gambusia,affinis,28,G.affinis,2017-12-11
SFC,Gambusia,affinis,36,G.affinis,2017-12-11
SFC,Gambusia,affinis,22,G.affinis,2017-12-11
SFC,Gambusia,affinis,36,G.affinis,2017-12-11
SFC,Gambusia,affinis,31,G.affinis,2017-12-11
SFC,Gambusia,affinis,26,G.affinis,2017-12-11
SFC,Herichthys,cyanoguttatus,135,H.cyanoguttatus,2017-12-11
SFC,Herichthys,cyanoguttatus,41,H.cyanoguttatus,2017-12-11
SFC,Herichthys,cyanoguttatus,37,H.cyanoguttatus,2017-12-11
SFC,Herichthys,cyanoguttatus,22,H.cyanoguttatus,2017-12-11
SFC,Herichthys,cyanoguttatus,38,H.cyanoguttatus,2017-12-11
SFC,Herichthys,cyanoguttatus,23,H.cyanoguttatus,2017-12-11
SFC,Herichthys,cyanoguttatus,29,H.cyanoguttatus,2017-12-11
SFC,Herichthys,cyanoguttatus,37,H.cyanoguttatus,2017-12-11
SFC,Herichthys,cyanoguttatus,42,H.cyanoguttatus,2017-12-11
SFC,Herichthys,cyanoguttatus,39,H.cyanoguttatus,2017-12-11
SFC,Herichthys,cyanoguttatus,40,H.cyanoguttatus,2017-12-11
SFC,Herichthys,cyanoguttatus,67,H.cyanoguttatus,2017-12-11
SFC,Herichthys,cyanoguttatus,128,H.cyanoguttatus,2017-12-11
SFC,Herichthys,cyanoguttatus,54,H.cyanoguttatus,2017-12-11
SFC,Pimephales,vigilax,43,P.vigilax,2017-12-11
SFC,Pimephales,vigilax,38,P.vigilax,2017-12-11
SFC,Pimephales,vigilax,35,P.vigilax,2017-12-11
SFC,Pimephales,vigilax,39,P.vigilax,2017-12-11
SFC,Poecilia,formosa,42,P.formosa,2017-12-11
SFC,Poecilia,formosa,40,P.formosa,2017-12-11
SFC,Poecilia,formosa,47,P.formosa,2017-12-11
SFC,Poecilia,formosa,37,P.formosa,2017-12-11
SFC,Poecilia,formosa,54,P.formosa,2017-12-11
SFC,Poecilia,formosa,42,P.formosa,2017-12-11
SFC,Poecilia,formosa,44,P.formosa,2017-12-11
SFC,Poecilia,formosa,50,P.formosa,2017-12-11
SFC,Poecilia,formosa,46,P.formosa,2017-12-11
SFC,Poecilia,formosa,31,P.formosa,2017-12-11
SFC,Poecilia,formosa,32,P.formosa,2017-12-11
SFC,Poecilia,formosa,31,P.formosa,2017-12-11
SFC,Poecilia,formosa,33,P.formosa,2017-12-11
SFC,Poecilia,latipinna,50,P.latipinna,2017-12-11
SFC,Poecilia,latipinna,52,P.latipinna,2017-12-11
SFC,Poecilia,latipinna,49,P.latipinna,2017-12-11
SFC,Poecilia,latipinna,51,P.latipinna,2017-12-11
SFC,Poecilia,latipinna,35,P.latipinna,2017-12-11
SFC,Poecilia,latipinna,36,P.latipinna,2017-12-11
SFC,Poecilia,latipinna,46,P.latipinna,2017-12-11
SFC,Poecilia,latipinna,47,P.latipinna,2017-12-11
SFC,Poecilia,latipinna,36,P.latipinna,2017-12-11
SFC,Poecilia,latipinna,37,P.latipinna,2017-12-11
SFC,Poecilia,latipinna,55,P.latipinna,2017-12-11
SFC,Poecilia,latipinna,30,P.latipinna,2017-12-11
SFC,Poecilia,latipinna,47,P.latipinna,2017-12-11
SFC,Poecilia,latipinna,35,P.latipinna,2017-12-11
SFC,Poecilia,latipinna,43,P.latipinna,2017-12-11
SFC,Poecilia,latipinna,44,P.latipinna,2017-12-11
SFC,Poecilia,latipinna,33,P.latipinna,2017-12-11
SFC,Poecilia,latipinna,30,P.latipinna,2017-12-11
SFC,Poecilia,latipinna,46,P.latipinna,2017-12-11
SFC,Poecilia,latipinna,32,P.latipinna,2017-12-11
TRC,Cyprinodon,variegatus,35,C.variegatus,2017-12-11
TRC,Cyprinodon,variegatus,59,C.variegatus,2017-12-11
TRC,Cyprinodon,variegatus,16,C.variegatus,2017-12-11
TRC,Cyprinodon,variegatus,21,C.variegatus,2017-12-11
TRC,Cyprinodon,variegatus,30,C.variegatus,2017-12-11
TRC,Cyprinodon,variegatus,25,C.variegatus,2017-12-11
TRC,Cyprinodon,variegatus,22,C.variegatus,2017-12-11
TRC,Cyprinodon,variegatus,27,C.variegatus,2017-12-11
TRC,Cyprinodon,variegatus,22,C.variegatus,2017-12-11
TRC,Cyprinodon,variegatus,39,C.variegatus,2017-12-11
TRC,Cyprinodon,variegatus,30,C.variegatus,2017-12-11
TRC,Cyprinodon,variegatus,31,C.variegatus,2017-12-11
TRC,Cyprinodon,variegatus,45,C.variegatus,2017-12-11
TRC,Cyprinodon,variegatus,32,C.variegatus,2017-12-11
TRC,Cyprinodon,variegatus,37,C.variegatus,2017-12-11
TRC,Cyprinodon,variegatus,32,C.variegatus,2017-12-11
TRC,Cyprinodon,variegatus,30,C.variegatus,2017-12-11
TRC,Cyprinodon,variegatus,29,C.variegatus,2017-12-11
TRC,Cyprinodon,variegatus,35,C.variegatus,2017-12-11
TRC,Cyprinodon,variegatus,27,C.variegatus,2017-12-11
TRC,Gambusia,affinis,40,G.affinis,2017-12-11
TRC,Gambusia,affinis,30,G.affinis,2017-12-11
TRC,Gambusia,affinis,41,G.affinis,2017-12-11
TRC,Gambusia,affinis,25,G.affinis,2017-12-11
TRC,Gambusia,affinis,42,G.affinis,2017-12-11
TRC,Gambusia,affinis,25,G.affinis,2017-12-11
TRC,Gambusia,affinis,24,G.affinis,2017-12-11
TRC,Gambusia,affinis,15,G.affinis,2017-12-11
TRC,Gambusia,affinis,36,G.affinis,2017-12-11
TRC,Gambusia,affinis,32,G.affinis,2017-12-11
TRC,Gambusia,affinis,24,G.affinis,2017-12-11
TRC,Gambusia,affinis,30,G.affinis,2017-12-11
TRC,Gambusia,affinis,29,G.affinis,2017-12-11
TRC,Gambusia,affinis,26,G.affinis,2017-12-11
TRC,Gambusia,affinis,43,G.affinis,2017-12-11
TRC,Gambusia,affinis,24,G.affinis,2017-12-11
TRC,Gambusia,affinis,31,G.affinis,2017-12-11
TRC,Gambusia,affinis,27,G.affinis,2017-12-11
TRC,Gambusia,affinis,29,G.affinis,2017-12-11
TRC,Gambusia,affinis,32,G.affinis,2017-12-11
TRC,Poecilia,latipinna,26,P.latipinna,2017-12-11
TRC,Poecilia,latipinna,29,P.latipinna,2017-12-11
TRC,Poecilia,latipinna,32,P.latipinna,2017-12-11
TRC,Poecilia,latipinna,23,P.latipinna,2017-12-11
TRC,Poecilia,latipinna,23,P.latipinna,2017-12-11
TRC,Poecilia,latipinna,15,P.latipinna,2017-12-11
TRC,Poecilia,latipinna,20,P.latipinna,2017-12-11
TRC,Poecilia,latipinna,21,P.latipinna,2017-12-11
TRC,Poecilia,latipinna,25,P.latipinna,2017-12-11
TRC,Poecilia,latipinna,31,P.latipinna,2017-12-11
TRC,Poecilia,latipinna,22,P.latipinna,2017-12-11
TRC,Poecilia,latipinna,26,P.latipinna,2017-12-11
TRC,Poecilia,latipinna,36,P.latipinna,2017-12-11
TRC,Poecilia,latipinna,20,P.latipinna,2017-12-11
TRC,Poecilia,latipinna,30,P.latipinna,2017-12-11
TRC,Poecilia,latipinna,25,P.latipinna,2017-12-11
TRC,Poecilia,latipinna,24,P.latipinna,2017-12-11
TRC,Poecilia,latipinna,22,P.latipinna,2017-12-11
TRC,Poecilia,latipinna,30,P.latipinna,2017-12-11
TRC,Poecilia,latipinna,47,P.latipinna,2017-12-11
SFC,Cyprinodon,variegatus,30,C.variegatus,2018-02-02
SFC,Cyprinodon,variegatus,40,C.variegatus,2018-02-02
SFC,Cyprinodon,variegatus,32,C.variegatus,2018-02-02
SFC,Cyprinodon,variegatus,29,C.variegatus,2018-02-02
SFC,Cyprinodon,variegatus,38,C.variegatus,2018-02-02
SFC,Gambusia,affinis,25,G.affinis,2018-02-02
SFC,Gambusia,affinis,29,G.affinis,2018-02-02
SFC,Gambusia,affinis,40,G.affinis,2018-02-02
SFC,Gambusia,affinis,24,G.affinis,2018-02-02
SFC,Gambusia,affinis,38,G.affinis,2018-02-02
SFC,Gambusia,affinis,26,G.affinis,2018-02-02
SFC,Gambusia,affinis,18,G.affinis,2018-02-02
SFC,Gambusia,affinis,28,G.affinis,2018-02-02
SFC,Gambusia,affinis,40,G.affinis,2018-02-02
SFC,Gambusia,affinis,35,G.affinis,2018-02-02
SFC,Gambusia,affinis,30,G.affinis,2018-02-02
SFC,Gambusia,affinis,34,G.affinis,2018-02-02
SFC,Gambusia,affinis,32,G.affinis,2018-02-02
SFC,Gambusia,affinis,37,G.affinis,2018-02-02
SFC,Gambusia,affinis,38,G.affinis,2018-02-02
SFC,Gambusia,affinis,34,G.affinis,2018-02-02
SFC,Gambusia,affinis,36,G.affinis,2018-02-02
SFC,Gambusia,affinis,34,G.affinis,2018-02-02
SFC,Gambusia,affinis,40,G.affinis,2018-02-02
SFC,Gambusia,affinis,39,G.affinis,2018-02-02
SFC,Herichthys,cyanoguttatus,38,H.cyanoguttatus,2018-02-02
SFC,Herichthys,cyanoguttatus,28,H.cyanoguttatus,2018-02-02
SFC,Herichthys,cyanoguttatus,28,H.cyanoguttatus,2018-02-02
SFC,Herichthys,cyanoguttatus,50,H.cyanoguttatus,2018-02-02
SFC,Herichthys,cyanoguttatus,108,H.cyanoguttatus,2018-02-02
