site,genus,species,forklength,lowest_taxon,collection
EMC,Dorosoma,cepedianum,147,D.cepedianum,2017-12-02
EMC,Etheostoma,gracile,45,E.gracile,2017-12-02
EMC,Etheostoma,gracile,50,E.gracile,2017-12-02
EMC,Etheostoma,gracile,49,E.gracile,2017-12-02
EMC,Etheostoma,gracile,49,E.gracile,2017-12-02
EMC,Etheostoma,gracile,47,E.gracile,2017-12-02
EMC,Etheostoma,gracile,45,E.gracile,2017-12-02
EMC,Etheostoma,gracile,44,E.gracile,2017-12-02
EMC,Gambusia,affinis,45,G.affinis,2017-12-02
EMC,Gambusia,affinis,23,G.affinis,2017-12-02
EMC,Gambusia,affinis,18,G.affinis,2017-12-02
EMC,Gambusia,affinis,22,G.affinis,2017-12-02
EMC,Gambusia,affinis,28,G.affinis,2017-12-02
EMC,Gambusia,affinis,27,G.affinis,2017-12-02
EMC,Gambusia,affinis,36,G.affinis,2017-12-02
EMC,Gambusia,affinis,40,G.affinis,2017-12-02
EMC,Gambusia,affinis,39,G.affinis,2017-12-02
EMC,Gambusia,affinis,24,G.affinis,2017-12-02
EMC,Gambusia,affinis,37,G.affinis,2017-12-02
EMC,Gambusia,affinis,32,G.affinis,2017-12-02
EMC,Gambusia,affinis,38,G.affinis,2017-12-02
EMC,Gambusia,affinis,26,G.affinis,2017-12-02
EMC,Gambusia,affinis,27,G.affinis,2017-12-02
EMC,Gambusia,affinis,27,G.affinis,2017-12-02
EMC,Gambusia,affinis,31,G.affinis,2017-12-02
EMC,Gambusia,affinis,32,G.affinis,2017-12-02
EMC,Gambusia,affinis,36,G.affinis,2017-12-02
EMC,Gambusia,affinis,22,G.affinis,2017-12-02
EMC,Ictalurus,punctatus,130,I.punctatus,2017-12-02
EMC,Lepomis,cyanellus,75,L.cyanellus,2017-12-02
EMC,Lepomis,cyanellus,60,L.cyanellus,2017-12-02
EMC,Lepomis,cyanellus,72,L.cyanellus,2017-12-02
EMC,Lepomis,cyanellus,73,L.cyanellus,2017-12-02
EMC,Lepomis,cyanellus,58,L.cyanellus,2017-12-02
EMC,Lepomis,cyanellus,67,L.cyanellus,2017-12-02
EMC,Lepomis,cyanellus,57,L.cyanellus,2017-12-02
EMC,Lepomis,gulosus,75,L.gulosus,2017-12-02
EMC,Lepomis,gulosus,65,L.gulosus,2017-12-02
EMC,Lepomis,gulosus,92,L.gulosus,2017-12-02
EMC,Lepomis,gulosus,41,L.gulosus,2017-12-02
EMC,Lepomis,gulosus,85,L.gulosus,2017-12-02
EMC,Lepomis,gulosus,60,L.gulosus,2017-12-02
EMC,Lepomis,gulosus,60,L.gulosus,2017-12-02
EMC,Lepomis,gulosus,44,L.gulosus,2017-12-02
EMC,Lepomis,gulosus,80,L.gulosus,2017-12-02
EMC,Lepomis,gulosus,60,L.gulosus,2017-12-02
EMC,Lepomis,gulosus,51,L.gulosus,2017-12-02
EMC,Lepomis,gulosus,76,L.gulosus,2017-12-02
EMC,Lepomis,gulosus,42,L.gulosus,2017-12-02
EMC,Lepomis,gulosus,86,L.gulosus,2017-12-02
EMC,Lepomis,gulosus,45,L.gulosus,2017-12-02
EMC,Lepomis,gulosus,86,L.gulosus,2017-12-02
EMC,Lepomis,humilis,60,L.humilis,2017-12-02
EMC,Lepomis,macrochirus,73,L.macrochirus,2017-12-02
EMC,Lepomis,macrochirus,38,L.macrochirus,2017-12-02
EMC,Lepomis,macrochirus,65,L.macrochirus,2017-12-02
EMC,Lepomis,macrochirus,41,L.macrochirus,2017-12-02
EMC,Lepomis,macrochirus,36,L.macrochirus,2017-12-02
EMC,Lepomis,macrochirus,77,L.macrochirus,2017-12-02
EMC,Lepomis,macrochirus,53,L.macrochirus,2017-12-02
EMC,Lepomis,macrochirus,50,L.macrochirus,2017-12-02
EMC,Lepomis,macrochirus,57,L.macrochirus,2017-12-02
EMC,Lepomis,macrochirus,110,L.macrochirus,2017-12-02
EMC,Lepomis,macrochirus,90,L.macrochirus,2017-12-02
EMC,Lepomis,macrochirus,70,L.macrochirus,2017-12-02
EMC,Lepomis,macrochirus,69,L.macrochirus,2017-12-02
EMC,Lepomis,macrochirus,52,L.macrochirus,2017-12-02
EMC,Lepomis,macrochirus,53,L.macrochirus,2017-12-02
EMC,Lepomis,megalotis,24,L.megalotis,2017-12-02
EMC,Lepomis,megalotis,25,L.megalotis,2017-12-02
EMC,Lepomis,megalotis,29,L.megalotis,2017-12-02
EMC,Lepomis,megalotis,26,L.megalotis,2017-12-02
EMC,Lepomis,megalotis,25,L.megalotis,2017-12-02
EMC,Lepomis,megalotis,26,L.megalotis,2017-12-02
EMC,Lepomis,megalotis,29,L.megalotis,2017-12-02
EMC,Lepomis,megalotis,25,L.megalotis,2017-12-02
EMC,Lepomis,megalotis,25,L.megalotis,2017-12-02
EMC,Lepomis,megalotis,23,L.megalotis,2017-12-02
EMC,Lepomis,megalotis,24,L.megalotis,2017-12-02
EMC,Lepomis,megalotis,25,L.megalotis,2017-12-02
EMC,Lepomis,megalotis,25,L.megalotis,2017-12-02
EMC,Lepomis,megalotis,28,L.megalotis,2017-12-02
EMC,Lepomis,megalotis,25,L.megalotis,2017-12-02
EMC,Lepomis,megalotis,26,L.megalotis,2017-12-02
EMC,Lepomis,megalotis,26,L.megalotis,2017-12-02
EMC,Lepomis,megalotis,26,L.megalotis,2017-12-02
EMC,Lepomis,megalotis,22,L.megalotis,2017-12-02
EMC,Lepomis,megalotis,21,L.megalotis,2017-12-02
EMC,Lepomis,megalotis,70,L.megalotis,2017-12-02
EMC,Lepomis,megalotis,55,L.megalotis,2017-12-02
EMC,Lepomis,megalotis,38,L.megalotis,2017-12-02
EMC,Lepomis,megalotis,97,L.megalotis,2017-12-02
EMC,Lepomis,megalotis,91,L.megalotis,2017-12-02
EMC,Lepomis,megalotis,62,L.megalotis,2017-12-02
EMC,Lepomis,megalotis,54,L.megalotis,2017-12-02
EMC,Lepomis,megalotis,51,L.megalotis,2017-12-02
EMC,Lepomis,megalotis,57,L.megalotis,2017-12-02
EMC,Lepomis,megalotis,50,L.megalotis,2017-12-02
EMC,Lepomis,megalotis,25,L.megalotis,2017-12-02
EMC,Lepomis,megalotis,97,L.megalotis,2017-12-02
EMC,Lepomis,megalotis,83,L.megalotis,2017-12-02
EMC,Lepomis,megalotis,74,L.megalotis,2017-12-02
EMC,Lepomis,megalotis,76,L.megalotis,2017-12-02
EMC,Lepomis,megalotis,45,L.megalotis,2017-12-02
EMC,Lepomis,megalotis,29,L.megalotis,2017-12-02
EMC,Lepomis,megalotis,55,L.megalotis,2017-12-02
EMC,Lepomis,megalotis,46,L.megalotis,2017-12-02
EMC,Lepomis,megalotis,55,L.megalotis,2017-12-02
EMC,Micropterus,salmoides,395,M.salmoides,2017-12-02
EMC,Notropis,texanus,27,N.texanus,2017-12-02
EMC,Notropis,texanus,36,N.texanus,2017-12-02
EMC,Notropis,texanus,25,N.texanus,2017-12-02
EMC,Notropis,texanus,24,N.texanus,2017-12-02
EMC,Notropis,texanus,40,N.texanus,2017-12-02
EMC,Notropis,texanus,28,N.texanus,2017-12-02
EMC,Notropis,texanus,43,N.texanus,2017-12-02
EMC,Noturus,gyrinus,57,N.gyrinus,2017-12-02
EMC,Noturus,gyrinus,27,N.gyrinus,2017-12-02
EMC,Noturus,gyrinus,57,N.gyrinus,2017-12-02
EMC,Noturus,gyrinus,33,N.gyrinus,2017-12-02
EMC,Noturus,gyrinus,42,N.gyrinus,2017-12-02
EMC,Pimephales,vigilax,47,P.vigilax,2017-12-02
EMC,Pimephales,vigilax,42,P.vigilax,2017-12-02
EMC,Pimephales,vigilax,62,P.vigilax,2017-12-02
EMC,Pimephales,vigilax,40,P.vigilax,2017-12-02
EMC,Pimephales,vigilax,55,P.vigilax,2017-12-02
EMC,Pimephales,vigilax,46,P.vigilax,2017-12-02
EMC,Pimephales,vigilax,40,P.vigilax,2017-12-02
EMC,Pimephales,vigilax,47,P.vigilax,2017-12-02
EMC,Pimephales,vigilax,55,P.vigilax,2017-12-02
EMC,Pimephales,vigilax,44,P.vigilax,2017-12-02
EMC,Pimephales,vigilax,45,P.vigilax,2017-12-02
EMC,Pimephales,vigilax,55,P.vigilax,2017-12-02
EMC,Pimephales,vigilax,50,P.vigilax,2017-12-02
EMC,Pimephales,vigilax,37,P.vigilax,2017-12-02
EMC,Pimephales,vigilax,50,P.vigilax,2017-12-02
EMC,Pimephales,vigilax,55,P.vigilax,2017-12-02
EMC,Pimephales,vigilax,62,P.vigilax,2017-12-02
EMC,Pimephales,vigilax,45,P.vigilax,2017-12-02
EMC,Pimephales,vigilax,44,P.vigilax,2017-12-02
EMC,Pimephales,vigilax,42,P.vigilax,2017-12-02
EMC,Pomoxis,annularis,70,P.annularis,2017-12-02
EMC,Pomoxis,annularis,85,P.annularis,2017-12-02
WMC,Ameiurus,natalis,178,A.natalis,2017-12-02
WMC,Aphredoderus,sayanus,67,A.sayanus,2017-12-02
WMC,Aphredoderus,sayanus,70,A.sayanus,2017-12-02
WMC,Cyprinella,lutrensis,32,C.lutrensis,2017-12-02
WMC,Cyprinella,lutrensis,43,C.lutrensis,2017-12-02
WMC,Cyprinella,lutrensis,39,C.lutrensis,2017-12-02
WMC,Cyprinella,lutrensis,30,C.lutrensis,2017-12-02
WMC,Cyprinella,lutrensis,42,C.lutrensis,2017-12-02
WMC,Cyprinella,lutrensis,31,C.lutrensis,2017-12-02
WMC,Cyprinella,lutrensis,42,C.lutrensis,2017-12-02
WMC,Cyprinella,lutrensis,28,C.lutrensis,2017-12-02
WMC,Cyprinella,lutrensis,43,C.lutrensis,2017-12-02
WMC,Cyprinella,lutrensis,33,C.lutrensis,2017-12-02
WMC,Cyprinella,lutrensis,22,C.lutrensis,2017-12-02
WMC,Cyprinella,lutrensis,30,C.lutrensis,2017-12-02
WMC,Cyprinella,lutrensis,30,C.lutrensis,2017-12-02
WMC,Cyprinella,lutrensis,30,C.lutrensis,2017-12-02
WMC,Cyprinella,lutrensis,31,C.lutrensis,2017-12-02
WMC,Cyprinella,lutrensis,23,C.lutrensis,2017-12-02
WMC,Cyprinella,lutrensis,40,C.lutrensis,2017-12-02
WMC,Cyprinella,lutrensis,35,C.lutrensis,2017-12-02
WMC,Cyprinella,lutrensis,40,C.lutrensis,2017-12-02
WMC,Cyprinella,lutrensis,34,C.lutrensis,2017-12-02
WMC,Cyprinella,venusta,44,C.venusta,2017-12-02
WMC,Cyprinella,venusta,77,C.venusta,2017-12-02
WMC,Cyprinella,venusta,46,C.venusta,2017-12-02
WMC,Cyprinella,venusta,47,C.venusta,2017-12-02
WMC,Cyprinella,venusta,57,C.venusta,2017-12-02
WMC,Cyprinella,venusta,50,C.venusta,2017-12-02
WMC,Cyprinella,venusta,30,C.venusta,2017-12-02
WMC,Cyprinella,venusta,29,C.venusta,2017-12-02
WMC,Cyprinella,venusta,32,C.venusta,2017-12-02
WMC,Cyprinella,venusta,40,C.venusta,2017-12-02
WMC,Cyprinella,venusta,40,C.venusta,2017-12-02
WMC,Cyprinella,venusta,50,C.venusta,2017-12-02
WMC,Cyprinella,venusta,35,C.venusta,2017-12-02
WMC,Cyprinella,venusta,47,C.venusta,2017-12-02
WMC,Gambusia,affinis,27,G.affinis,2017-12-02
WMC,Gambusia,affinis,28,G.affinis,2017-12-02
WMC,Gambusia,affinis,24,G.affinis,2017-12-02
WMC,Gambusia,affinis,35,G.affinis,2017-12-02
WMC,Gambusia,affinis,30,G.affinis,2017-12-02
WMC,Gambusia,affinis,23,G.affinis,2017-12-02
WMC,Gambusia,affinis,35,G.affinis,2017-12-02
WMC,Gambusia,affinis,33,G.affinis,2017-12-02
WMC,Gambusia,affinis,26,G.affinis,2017-12-02
WMC,Gambusia,affinis,35,G.affinis,2017-12-02
WMC,Gambusia,affinis,20,G.affinis,2017-12-02
WMC,Gambusia,affinis,26,G.affinis,2017-12-02
WMC,Gambusia,affinis,24,G.affinis,2017-12-02
WMC,Gambusia,affinis,33,G.affinis,2017-12-02
WMC,Gambusia,affinis,25,G.affinis,2017-12-02
WMC,Gambusia,affinis,33,G.affinis,2017-12-02
WMC,Gambusia,affinis,25,G.affinis,2017-12-02
WMC,Gambusia,affinis,33,G.affinis,2017-12-02
WMC,Gambusia,affinis,26,G.affinis,2017-12-02
WMC,Gambusia,affinis,30,G.affinis,2017-12-02
WMC,Gambusia,affinis,24,G.affinis,2017-12-02
WMC,Ictalurus,punctatus,183,I.punctatus,2017-12-02
WMC,Ictalurus,punctatus,167,I.punctatus,2017-12-02
WMC,Ictalurus,punctatus,86,I.punctatus,2017-12-02
WMC,Lepisosteus,oculatus,300,L.oculatus,2017-12-02
WMC,Lepomis,cyanellus,53,L.cyanellus,2017-12-02
WMC,Lepomis,cyanellus,70,L.cyanellus,2017-12-02
WMC,Lepomis,cyanellus,30,L.cyanellus,2017-12-02
WMC,Lepomis,cyanellus,66,L.cyanellus,2017-12-02
WMC,Lepomis,cyanellus,62,L.cyanellus,2017-12-02
WMC,Lepomis,cyanellus,60,L.cyanellus,2017-12-02
WMC,Lepomis,cyanellus,54,L.cyanellus,2017-12-02
WMC,Lepomis,cyanellus,61,L.cyanellus,2017-12-02
WMC,Lepomis,cyanellus,55,L.cyanellus,2017-12-02
WMC,Lepomis,cyanellus,71,L.cyanellus,2017-12-02
WMC,Lepomis,cyanellus,52,L.cyanellus,2017-12-02
WMC,Lepomis,cyanellus,66,L.cyanellus,2017-12-02
WMC,Lepomis,cyanellus,68,L.cyanellus,2017-12-02
WMC,Lepomis,cyanellus,55,L.cyanellus,2017-12-02
WMC,Lepomis,gulosus,53,L.gulosus,2017-12-02
WMC,Lepomis,gulosus,55,L.gulosus,2017-12-02
WMC,Lepomis,gulosus,53,L.gulosus,2017-12-02
WMC,Lepomis,gulosus,55,L.gulosus,2017-12-02
WMC,Lepomis,gulosus,44,L.gulosus,2017-12-02
WMC,Lepomis,gulosus,49,L.gulosus,2017-12-02
WMC,Lepomis,gulosus,60,L.gulosus,2017-12-02
WMC,Lepomis,gulosus,34,L.gulosus,2017-12-02
WMC,Lepomis,humilis,57,L.humilis,2017-12-02
WMC,Lepomis,macrochirus,70,L.macrochirus,2017-12-02
WMC,Lepomis,macrochirus,78,L.macrochirus,2017-12-02
WMC,Lepomis,macrochirus,70,L.macrochirus,2017-12-02
WMC,Lepomis,macrochirus,69,L.macrochirus,2017-12-02
WMC,Lepomis,macrochirus,54,L.macrochirus,2017-12-02
WMC,Lepomis,macrochirus,80,L.macrochirus,2017-12-02
WMC,Lepomis,macrochirus,65,L.macrochirus,2017-12-02
WMC,Lepomis,macrochirus,63,L.macrochirus,2017-12-02
WMC,Lepomis,macrochirus,57,L.macrochirus,2017-12-02
WMC,Lepomis,macrochirus,38,L.macrochirus,2017-12-02
WMC,Lepomis,macrochirus,28,L.macrochirus,2017-12-02
WMC,Lepomis,megalotis,25,L.megalotis,2017-12-02
WMC,Lepomis,megalotis,25,L.megalotis,2017-12-02
WMC,Lepomis,megalotis,25,L.megalotis,2017-12-02
WMC,Lepomis,megalotis,69,L.megalotis,2017-12-02
WMC,Lepomis,megalotis,78,L.megalotis,2017-12-02
WMC,Lepomis,megalotis,70,L.megalotis,2017-12-02
WMC,Lepomis,megalotis,69,L.megalotis,2017-12-02
WMC,Lepomis,megalotis,75,L.megalotis,2017-12-02
WMC,Lepomis,megalotis,64,L.megalotis,2017-12-02
WMC,Lepomis,megalotis,63,L.megalotis,2017-12-02
WMC,Lepomis,megalotis,62,L.megalotis,2017-12-02
WMC,Lepomis,megalotis,69,L.megalotis,2017-12-02
WMC,Lepomis,megalotis,69,L.megalotis,2017-12-02
WMC,Lepomis,megalotis,57,L.megalotis,2017-12-02
WMC,Lepomis,megalotis,90,L.megalotis,2017-12-02
WMC,Lepomis,megalotis,101,L.megalotis,2017-12-02
WMC,Lepomis,megalotis,61,L.megalotis,2017-12-02
WMC,Lepomis,megalotis,60,L.megalotis,2017-12-02
WMC,Lepomis,megalotis,74,L.megalotis,2017-12-02
WMC,Lepomis,megalotis,75,L.megalotis,2017-12-02
WMC,Lepomis,megalotis,48,L.megalotis,2017-12-02
WMC,Lepomis,megalotis,31,L.megalotis,2017-12-02
WMC,Lepomis,megalotis,70,L.megalotis,2017-12-02
WMC,Micropterus,salmoides,325,M.salmoides,2017-12-02
WMC,Micropterus,salmoides,180,M.salmoides,2017-12-02
WMC,Notropis,texanus,35,N.texanus,2017-12-02
WMC,Noturus,gyrinus,31,N.gyrinus,2017-12-02
WMC,Noturus,gyrinus,65,N.gyrinus,2017-12-02
WMC,Noturus,gyrinus,43,N.gyrinus,2017-12-02
WMC,Pimephales,vigilax,46,P.vigilax,2017-12-02
WMC,Pimephales,vigilax,39,P.vigilax,2017-12-02
WMC,Pylodictis,olivaris,222,P.olivaris,2017-12-02
GC,Ameiurus,natalis,219,A.natalis,2017-12-03
GC,Ameiurus,natalis,114,A.natalis,2017-12-03
GC,Etheostoma,gracile,49,E.gracile,2017-12-03
GC,Etheostoma,gracile,50,E.gracile,2017-12-03
GC,Etheostoma,gracile,47,E.gracile,2017-12-03
GC,Etheostoma,gracile,47,E.gracile,2017-12-03
GC,Fundulus,chrysotus,40,F.chrysotus,2017-12-03
GC,Fundulus,chrysotus,48,F.chrysotus,2017-12-03
GC,Fundulus,chrysotus,43,F.chrysotus,2017-12-03
GC,Gambusia,affinis,37,G.affinis,2017-12-03
GC,Gambusia,affinis,19,G.affinis,2017-12-03
GC,Gambusia,affinis,36,G.affinis,2017-12-03
GC,Gambusia,affinis,35,G.affinis,2017-12-03
GC,Gambusia,affinis,23,G.affinis,2017-12-03
GC,Gambusia,affinis,33,G.affinis,2017-12-03
GC,Gambusia,affinis,35,G.affinis,2017-12-03
GC,Gambusia,affinis,27,G.affinis,2017-12-03
GC,Gambusia,affinis,34,G.affinis,2017-12-03
GC,Gambusia,affinis,41,G.affinis,2017-12-03
GC,Gambusia,affinis,30,G.affinis,2017-12-03
GC,Gambusia,affinis,23,G.affinis,2017-12-03
GC,Gambusia,affinis,32,G.affinis,2017-12-03
GC,Gambusia,affinis,25,G.affinis,2017-12-03
GC,Gambusia,affinis,27,G.affinis,2017-12-03
GC,Gambusia,affinis,22,G.affinis,2017-12-03
GC,Gambusia,affinis,25,G.affinis,2017-12-03
GC,Gambusia,affinis,20,G.affinis,2017-12-03
GC,Gambusia,affinis,23,G.affinis,2017-12-03
GC,Gambusia,affinis,43,G.affinis,2017-12-03
GC,Lepisosteus,oculatus,410,L.oculatus,2017-12-03
GC,Lepisosteus,oculatus,336,L.oculatus,2017-12-03
GC,Lepomis,auritius,47,L.auritius,2017-12-03
GC,Lepomis,auritius,84,L.auritius,2017-12-03
GC,Lepomis,auritius,40,L.auritius,2017-12-03
GC,Lepomis,gulosus,42,L.gulosus,2017-12-03
GC,Lepomis,gulosus,32,L.gulosus,2017-12-03
GC,Lepomis,gulosus,48,L.gulosus,2017-12-03
GC,Lepomis,gulosus,48,L.gulosus,2017-12-03
GC,Lepomis,gulosus,55,L.gulosus,2017-12-03
GC,Lepomis,macrochirus,36,L.macrochirus,2017-12-03
GC,Lepomis,macrochirus,48,L.macrochirus,2017-12-03
GC,Lepomis,macrochirus,38,L.macrochirus,2017-12-03
GC,Lepomis,macrochirus,50,L.macrochirus,2017-12-03
GC,Lepomis,macrochirus,69,L.macrochirus,2017-12-03
GC,Lepomis,macrochirus,42,L.macrochirus,2017-12-03
GC,Lepomis,macrochirus,42,L.macrochirus,2017-12-03
GC,Lepomis,macrochirus,47,L.macrochirus,2017-12-03
GC,Lepomis,macrochirus,48,L.macrochirus,2017-12-03
GC,Lepomis,macrochirus,62,L.macrochirus,2017-12-03
GC,Lepomis,macrochirus,41,L.macrochirus,2017-12-03
GC,Lepomis,macrochirus,50,L.macrochirus,2017-12-03
GC,Lepomis,macrochirus,68,L.macrochirus,2017-12-03
GC,Lepomis,cyanellus,60,L.cyanellus,2017-12-03
GC,Lepomis,cyanellus,69,L.cyanellus,2017-12-03
GC,Lepomis,cyanellus,63,L.cyanellus,2017-12-03
GC,Lepomis,cyanellus,81,L.cyanellus,2017-12-03
GC,Lepomis,cyanellus,64,L.cyanellus,2017-12-03
GC,Lepomis,cyanellus,54,L.cyanellus,2017-12-03
GC,Lepomis,cyanellus,61,L.cyanellus,2017-12-03
GC,Lepomis,megalotis,21,L.megalotis,2017-12-03
GC,Lepomis,megalotis,44,L.megalotis,2017-12-03
GC,Lepomis,megalotis,42,L.megalotis,2017-12-03
GC,Lepomis,megalotis,39,L.megalotis,2017-12-03
GC,Lepomis,megalotis,64,L.megalotis,2017-12-03
GC,Lepomis,megalotis,59,L.megalotis,2017-12-03
GC,Lepomis,megalotis,45,L.megalotis,2017-12-03
GC,Lepomis,megalotis,45,L.megalotis,2017-12-03
GC,Lepomis,megalotis,43,L.megalotis,2017-12-03
GC,Lepomis,megalotis,43,L.megalotis,2017-12-03
GC,Lepomis,megalotis,45,L.megalotis,2017-12-03
GC,Lepomis,megalotis,43,L.megalotis,2017-12-03
GC,Lepomis,megalotis,51,L.megalotis,2017-12-03
GC,Lepomis,megalotis,35,L.megalotis,2017-12-03
GC,Lepomis,megalotis,43,L.megalotis,2017-12-03
GC,Lepomis,megalotis,47,L.megalotis,2017-12-03
GC,Lepomis,megalotis,47,L.megalotis,2017-12-03
GC,Lepomis,megalotis,77,L.megalotis,2017-12-03
GC,Lepomis,megalotis,38,L.megalotis,2017-12-03
GC,Lepomis,megalotis,43,L.megalotis,2017-12-03
GC,Lepomis,megalotis,35,L.megalotis,2017-12-03
GC,Lepomis,microlophus,47,L.microlophus,2017-12-03
GC,Lepomis,microlophus,40,L.microlophus,2017-12-03
GC,Lepomis,miniatus,130,L.miniatus,2017-12-03
GC,Lepomis,miniatus,42,L.miniatus,2017-12-03
GC,Notropis,texanus,55,N.texanus,2017-12-03
GC,Notropis,texanus,51,N.texanus,2017-12-03
GC,Notropis,texanus,46,N.texanus,2017-12-03
GC,Notropis,texanus,42,N.texanus,2017-12-03
GC,Poecilia,formosa,45,P.formosa,2017-12-03
GC,Poecilia,formosa,44,P.formosa,2017-12-03
GC,Poecilia,formosa,46,P.formosa,2017-12-03
GC,Poecilia,formosa,31,P.formosa,2017-12-03
GC,Poecilia,formosa,35,P.formosa,2017-12-03
GC,Poecilia,formosa,29,P.formosa,2017-12-03
GC,Poecilia,formosa,27,P.formosa,2017-12-03
GC,Poecilia,formosa,35,P.formosa,2017-12-03
GC,Poecilia,formosa,28,P.formosa,2017-12-03
GC,Poecilia,formosa,38,P.formosa,2017-12-03
GC,Poecilia,formosa,42,P.formosa,2017-12-03
GC,Poecilia,formosa,25,P.formosa,2017-12-03
GC,Poecilia,formosa,28,P.formosa,2017-12-03
GC,Poecilia,formosa,35,P.formosa,2017-12-03
GC,Poecilia,formosa,27,P.formosa,2017-12-03
GC,Poecilia,formosa,29,P.formosa,2017-12-03
GC,Poecilia,formosa,29,P.formosa,2017-12-03
GC,Poecilia,formosa,32,P.formosa,2017-12-03
GC,Poecilia,formosa,31,P.formosa,2017-12-03
GC,Poecilia,formosa,32,P.formosa,2017-12-03
PLC,Ameiurus,natalis,119,A.natalis,2017-12-03
PLC,Ameiurus,natalis,134,A.natalis,2017-12-03
PLC,Ameiurus,natalis,107,A.natalis,2017-12-03
PLC,Ameiurus,natalis,120,A.natalis,2017-12-03
PLC,Ameiurus,natalis,100,A.natalis,2017-12-03
PLC,Ameiurus,natalis,110,A.natalis,2017-12-03
PLC,Ameiurus,natalis,101,A.natalis,2017-12-03
PLC,Cyprinella,lutrensis,48,C.lutrensis,2017-12-03
PLC,Cyprinella,lutrensis,30,C.lutrensis,2017-12-03
PLC,Cyprinella,lutrensis,37,C.lutrensis,2017-12-03
PLC,Cyprinella,lutrensis,32,C.lutrensis,2017-12-03
PLC,Cyprinella,lutrensis,48,C.lutrensis,2017-12-03
PLC,Cyprinella,lutrensis,35,C.lutrensis,2017-12-03
PLC,Cyprinella,lutrensis,31,C.lutrensis,2017-12-03
PLC,Cyprinella,lutrensis,35,C.lutrensis,2017-12-03
PLC,Cyprinella,lutrensis,37,C.lutrensis,2017-12-03
PLC,Cyprinella,lutrensis,42,C.lutrensis,2017-12-03
PLC,Cyprinella,lutrensis,32,C.lutrensis,2017-12-03
PLC,Cyprinella,lutrensis,41,C.lutrensis,2017-12-03
PLC,Cyprinella,lutrensis,40,C.lutrensis,2017-12-03
PLC,Cyprinella,lutrensis,38,C.lutrensis,2017-12-03
PLC,Cyprinella,lutrensis,42,C.lutrensis,2017-12-03
PLC,Cyprinella,lutrensis,40,C.lutrensis,2017-12-03
PLC,Cyprinella,lutrensis,43,C.lutrensis,2017-12-03
PLC,Cyprinella,lutrensis,30,C.lutrensis,2017-12-03
PLC,Cyprinella,lutrensis,37,C.lutrensis,2017-12-03
PLC,Cyprinella,lutrensis,39,C.lutrensis,2017-12-03
PLC,Cyprinella,lutrensis,30,C.lutrensis,2017-12-03
PLC,Gambusia,affinis,21,G.affinis,2017-12-03
PLC,Gambusia,affinis,24,G.affinis,2017-12-03
PLC,Gambusia,affinis,20,G.affinis,2017-12-03
PLC,Gambusia,affinis,27,G.affinis,2017-12-03
PLC,Gambusia,affinis,27,G.affinis,2017-12-03
PLC,Gambusia,affinis,22,G.affinis,2017-12-03
PLC,Gambusia,affinis,24,G.affinis,2017-12-03
PLC,Gambusia,affinis,22,G.affinis,2017-12-03
PLC,Gambusia,affinis,23,G.affinis,2017-12-03
PLC,Gambusia,affinis,22,G.affinis,2017-12-03
PLC,Gambusia,affinis,31,G.affinis,2017-12-03
PLC,Gambusia,affinis,25,G.affinis,2017-12-03
PLC,Gambusia,affinis,30,G.affinis,2017-12-03
PLC,Gambusia,affinis,30,G.affinis,2017-12-03
PLC,Gambusia,affinis,22,G.affinis,2017-12-03
PLC,Gambusia,affinis,17,G.affinis,2017-12-03
PLC,Gambusia,affinis,24,G.affinis,2017-12-03
PLC,Gambusia,affinis,23,G.affinis,2017-12-03
PLC,Gambusia,affinis,24,G.affinis,2017-12-03
PLC,Gambusia,affinis,22,G.affinis,2017-12-03
PLC,Gambusia,affinis,38,G.affinis,2017-12-03
PLC,Gambusia,affinis,30,G.affinis,2017-12-03
PLC,Gambusia,affinis,36,G.affinis,2017-12-03
PLC,Gambusia,affinis,26,G.affinis,2017-12-03
PLC,Gambusia,affinis,27,G.affinis,2017-12-03
PLC,Gambusia,affinis,33,G.affinis,2017-12-03
PLC,Gambusia,affinis,36,G.affinis,2017-12-03
PLC,Gambusia,affinis,34,G.affinis,2017-12-03
PLC,Gambusia,affinis,38,G.affinis,2017-12-03
PLC,Gambusia,affinis,27,G.affinis,2017-12-03
PLC,Gambusia,affinis,31,G.affinis,2017-12-03
PLC,Gambusia,affinis,32,G.affinis,2017-12-03
PLC,Gambusia,affinis,23,G.affinis,2017-12-03
PLC,Gambusia,affinis,36,G.affinis,2017-12-03
PLC,Gambusia,affinis,38,G.affinis,2017-12-03
PLC,Gambusia,affinis,24,G.affinis,2017-12-03
PLC,Gambusia,affinis,35,G.affinis,2017-12-03
PLC,Gambusia,affinis,31,G.affinis,2017-12-03
PLC,Gambusia,affinis,35,G.affinis,2017-12-03
PLC,Gambusia,affinis,25,G.affinis,2017-12-03
PLC,Ictalurus,punctatus,125,I.punctatus,2017-12-03
PLC,Ictalurus,punctatus,149,I.punctatus,2017-12-03
PLC,Lepomis,gulosus,54,L.gulosus,2017-12-03
PLC,Lepomis,gulosus,73,L.gulosus,2017-12-03
PLC,Lepomis,gulosus,62,L.gulosus,2017-12-03
PLC,Lepomis,gulosus,48,L.gulosus,2017-12-03
PLC,Lepomis,macrochirus,51,L.macrochirus,2017-12-03
PLC,Lepomis,macrochirus,44,L.macrochirus,2017-12-03
