site,trophic_category,species,trophic_level_fbase,size_max,guild,carbon,hydrogen,nitrogen,hydrogen_water,W,W_sd,W_compound,hydrogen_raw,kingdom,src_d15N_AQ_mu,src_d15N_TE_mu,percent_AQ_mu,percent_TE_mu,nitrogen_raw,trophic_level_N,trophic_level_N_scaling
Semi-Arid,F-Invertivore,H.cyanoguttatus,2.9,180,Fish,-22.79984035,-96.58595852438992,3.678003917001737,7.36,0.173,0.122,0.42354534208196126,-93.46866480666668,Animal,11.459444834363635,13.958484455,0.6039305297678386,0.39606947023216144,16.12724205,1.0817658579416873,1.0508582620004963
Semi-Arid,F-Invertivore,H.cyanoguttatus,2.9,200,Fish,-24.53451365,-86.06026540772322,3.016465437001738,7.36,0.173,0.122,0.42354534208196126,-82.94297169,Animal,11.459444834363635,13.958484455,0.6039305297678386,0.39606947023216144,15.46570357,0.8871957167652171,0.8871957167652171
Semi-Arid,F-Invertivore,H.cyanoguttatus,2.9,80,Fish,-24.68869888,-98.71226414772325,2.9916786770017367,7.36,0.173,0.122,0.42354534208196126,-95.59497043,Animal,11.459444834363635,13.958484455,0.6039305297678386,0.39606947023216144,15.44091681,0.8799054932358049,0.8799054932358049
Semi-Arid,F-Invertivore,H.cyanoguttatus,2.9,80,Fish,-26.11500172,-104.98534601772324,2.379713717001737,7.36,0.173,0.122,0.42354534208196126,-101.8680523,Animal,11.459444834363635,13.958484455,0.6039305297678386,0.39606947023216144,14.82895185,0.6999157991181579,0.6999157991181579
Semi-Arid,F-Piscivore,L.cyanellus,3.5,120,Fish,-25.46248695,-102.81810049222508,4.674811434643271,7.36,0.173,0.122,0.4856384948675363,-99.24380117,Animal,11.459444834363635,13.958484455,0.6992198343771412,0.3007801656228588,16.88591782,1.374944539600962,1.3356604098980773
Semi-Arid,F-Piscivore,L.cyanellus,3.5,80,Fish,-26.49062699,-113.69383642222508,3.610655614643271,7.36,0.173,0.122,0.4856384948675363,-110.1195371,Animal,11.459444834363635,13.958484455,0.6992198343771412,0.3007801656228588,15.821762,1.0619575337186091,1.0316158898980774
Semi-Arid,F-Piscivore,L.cyanellus,3.5,80,Fish,-23.06814412,-79.41207745222508,1.446168714643271,7.36,0.173,0.122,0.4856384948675363,-75.83777813,Animal,11.459444834363635,13.958484455,0.6992198343771412,0.3007801656228588,13.6572751,0.42534373960096206,0.42534373960096206
Semi-Arid,F-Piscivore,L.cyanellus,3.5,80,Fish,-25.11905813,-108.23256232222508,-0.42791116535672913,7.36,0.173,0.122,0.4856384948675363,-104.658263,Animal,11.459444834363635,13.958484455,0.6992198343771412,0.3007801656228588,11.78319522,0,0
Semi-Arid,F-Invertivore,L.gulosus,3.4,80,Fish,-25.28755289,-102.70080624827985,3.3333339970017377,7.36,0.173,0.122,0.475774783733672,-99.19910384,Animal,11.459444834363635,13.958484455,0.6039305297678386,0.39606947023216144,15.78257213,0.9803923520593346,0.9803923520593346
Semi-Arid,F-Invertivore,L.gulosus,3.4,80,Fish,-25.65995852,-103.25490937827982,4.128185037001737,7.36,0.173,0.122,0.475774783733672,-99.75320697,Animal,11.459444834363635,13.958484455,0.6039305297678386,0.39606947023216144,16.57742317,1.2141720697063934,1.1794814391433535
Semi-Arid,F-Invertivore,L.gulosus,3.4,80,Fish,-25.93040872,-116.73223080827982,-0.4972249929982624,7.36,0.173,0.122,0.475774783733672,-113.2305284,Animal,11.459444834363635,13.958484455,0.6039305297678386,0.39606947023216144,11.95201314,0,0
Semi-Arid,F-Invertivore,L.macrochirus,3.2,80,Fish,-23.85910363,-107.19697309481673,3.3102220170017382,7.36,0.173,0.122,0.45547627646966393,-103.8446677,Animal,11.459444834363635,13.958484455,0.6039305297678386,0.39606947023216144,15.75946015,0.9735947108828642,0.9735947108828642
Semi-Arid,F-Invertivore,L.macrochirus,3.2,80,Fish,-26.87269156,-111.89633199481672,2.870089587001738,7.36,0.173,0.122,0.45547627646966393,-108.5440266,Animal,11.459444834363635,13.958484455,0.6039305297678386,0.39606947023216144,15.31932772,0.8441439961769818,0.8441439961769818
Semi-Arid,F-Invertivore,L.macrochirus,3.2,80,Fish,-25.88211404,-100.46363888481672,0.5307555470017373,7.36,0.173,0.122,0.45547627646966393,-97.11133349,Animal,11.459444834363635,13.958484455,0.6039305297678386,0.39606947023216144,12.97999368,0.1561045726475698,0.1561045726475698
Semi-Arid,F-Piscivore,L.oculatus,4,120,Fish,-23.04346017,-110.32088370441092,6.48658946464327,7.36,0.173,0.122,0.5322420114688746,-106.4035825,Animal,11.459444834363635,13.958484455,0.6992198343771412,0.3007801656228588,18.69769585,1.9078204307774325,1.8533112756123629
Semi-Arid,F-Piscivore,L.oculatus,4,400,Fish,-23.28600678,-107.40780190441092,5.462628394643271,7.36,0.173,0.122,0.5322420114688746,-103.4905007,Animal,11.459444834363635,13.958484455,0.6992198343771412,0.3007801656228588,17.67373478,1.6066554101891974,1.5607509698980775
Semi-Arid,I-NA,leaf,1,NA,Terrestrial,-32.82259593,-96.5136021117492,-0.753400215000001,7.36,0.173,0.122,0.17300157088983747,-95.24031055,Plant,11.459444834363635,13.958484455,0,1,13.20508424,0,0
Semi-Arid,I-NA,leaf,1,NA,Terrestrial,-29.26596118,-99.4023321517492,-2.7450497150000004,7.36,0.173,0.122,0.17300157088983747,-98.12904059,Plant,11.459444834363635,13.958484455,0,1,11.21343474,0,0
Semi-Arid,I-NA,leaf,1,NA,Terrestrial,-30.71372831,-90.7962276217492,1.914525845,7.36,0.173,0.122,0.17300157088983747,-89.52293606,Plant,11.459444834363635,13.958484455,0,1,15.8730103,0.5630958367647059,0.5630958367647059
Semi-Arid,I-Predator,Nepidae,3,NA,Invertebrate,-23.40406044,-82.56713647453557,2.221845971131616,7.36,0.173,0.122,0.4343917913771157,-79.37001289,Animal,11.459444834363635,13.958484455,0.6171585209757012,0.3828414790242988,14.63802683,0.6534841091563577,0.6534841091563577
Semi-Arid,I-Predator,Nepidae,3,NA,Invertebrate,-26.5410681,-82.39230488453558,-4.2736244728683825,7.36,0.173,0.122,0.4343917913771157,-79.1951813,Animal,11.459444834363635,13.958484455,0.6171585209757012,0.3828414790242988,8.142556386,0,0
Semi-Arid,I-Predator,Nepidae,3,NA,Invertebrate,-27.84609763,-110.25554048453556,-6.903365520868383,7.36,0.173,0.122,0.4343917913771157,-107.0584169,Animal,11.459444834363635,13.958484455,0.6171585209757012,0.3828414790242988,5.512815338,0,0
Semi-Arid,F-Herbivore,P.latipinna,2,40,Fish,-25.65888531,-136.41592832156658,0.7760546581988965,7.36,0.173,0.122,0.31607229912589563,-134.0896362,Animal,11.459444834363635,13.958484455,0.8038196580042113,0.1961803419957887,12.72576194,0.228251370058499,0.228251370058499
Semi-Arid,F-Herbivore,P.latipinna,2,40,Fish,-25.65888531,-137.89205752156658,0.7760546581988965,7.36,0.173,0.122,0.31607229912589563,-135.5657654,Animal,11.459444834363635,13.958484455,0.8038196580042113,0.1961803419957887,12.72576194,0.228251370058499,0.228251370058499
Semi-Arid,F-Herbivore,P.latipinna,2,40,Fish,-24.32595219,-136.41592832156658,1.5156379181988964,7.36,0.173,0.122,0.31607229912589563,-134.0896362,Animal,11.459444834363635,13.958484455,0.8038196580042113,0.1961803419957887,13.4653452,0.44577585829379307,0.44577585829379307
Semi-Arid,F-Herbivore,P.latipinna,2,40,Fish,-24.32595219,-137.89205752156658,1.5156379181988964,7.36,0.173,0.122,0.31607229912589563,-135.5657654,Animal,11.459444834363635,13.958484455,0.8038196580042113,0.1961803419957887,13.4653452,0.44577585829379307,0.44577585829379307
Semi-Arid,F-Herbivore,P.latipinna,2,40,Fish,-25.36804402,-134.3747358215666,2.2924013281988973,7.36,0.173,0.122,0.31607229912589563,-132.0484437,Animal,11.459444834363635,13.958484455,0.8038196580042113,0.1961803419957887,14.24210861,0.6742356847643816,0.6742356847643816
Semi-Arid,F-Herbivore,P.latipinna,2,40,Fish,-25.36804402,-97.3179171415666,2.2924013281988973,7.36,0.173,0.122,0.31607229912589563,-94.99162502,Animal,11.459444834363635,13.958484455,0.8038196580042113,0.1961803419957887,14.24210861,0.6742356847643816,0.6742356847643816
Semi-Arid,F-Herbivore,P.latipinna,2,40,Fish,-25.00959019,-134.3747358215666,0.0746563881988962,7.36,0.173,0.122,0.31607229912589563,-132.0484437,Animal,11.459444834363635,13.958484455,0.8038196580042113,0.1961803419957887,12.02436367,0.02195776123496947,0.02195776123496947
Semi-Arid,F-Herbivore,P.latipinna,2,40,Fish,-25.00959019,-97.3179171415666,0.0746563881988962,7.36,0.173,0.122,0.31607229912589563,-94.99162502,Animal,11.459444834363635,13.958484455,0.8038196580042113,0.1961803419957887,12.02436367,0.02195776123496947,0.02195776123496947
Semi-Arid,F-Herbivore,P.latipinna,2,80,Fish,-25.42385121,-122.1701696215666,1.7608258481988963,7.36,0.173,0.122,0.31607229912589563,-119.8438775,Animal,11.459444834363635,13.958484455,0.8038196580042113,0.1961803419957887,13.71053313,0.5178899553526166,0.5178899553526166
Semi-Arid,F-Herbivore,P.latipinna,2,80,Fish,-24.3839058,-130.2885669215666,4.217729508198897,7.36,0.173,0.122,0.31607229912589563,-127.9622748,Animal,11.459444834363635,13.958484455,0.8038196580042113,0.1961803419957887,16.16743679,1.2405086788820285,1.2050655737711133
Semi-Arid,F-Herbivore,P.latipinna,2,80,Fish,-27.12811675,-115.9037395215666,0.926784938198896,7.36,0.173,0.122,0.31607229912589563,-113.5774474,Animal,11.459444834363635,13.958484455,0.8038196580042113,0.1961803419957887,12.87649222,0.27258380535261645,0.27258380535261645
Semi-Arid,I-NA,periphyton,1,NA,Aquatic,-24.42468797,-98.4956215617492,0.19010286563636392,7.36,0.173,0.122,0.17300157088983747,-97.22233,Plant,11.459444834363635,13.958484455,1,0,11.6495477,0.05591260754010704,0.05591260754010704
Semi-Arid,I-NA,periphyton,1,NA,Aquatic,-23.77002678,-120.5030467617492,0.8091019056363642,7.36,0.173,0.122,0.17300157088983747,-119.2297552,Plant,11.459444834363635,13.958484455,1,0,12.26854674,0.2379711487165777,0.2379711487165777
Semi-Arid,I-NA,periphyton,1,NA,Aquatic,-25.51507449,-114.4796768617492,0.7518243956363637,7.36,0.173,0.122,0.17300157088983747,-113.2063853,Plant,11.459444834363635,13.958484455,1,0,12.21126923,0.22112482224598934,0.22112482224598934
Semi-Arid,I-NA,periphyton,1,NA,Aquatic,-24.6897721,-100.4346777717492,-1.7513032153636363,7.36,0.173,0.122,0.17300157088983747,-99.16138621,Plant,11.459444834363635,13.958484455,1,0,9.708141619,0,0
Semi-Arid,I-NA,periphyton,1,NA,Aquatic,-22.00244155,-111.64932104889206,0.7900093956363641,7.36,0.173,0.122,0.17300157088983747,-110.37602948714286,Plant,11.459444834363635,13.958484455,1,0,12.24945423,0.23235570459893062,0.23235570459893062
Semi-Arid,I-NA,periphyton,1,NA,Aquatic,-24.60820775,-115.0491304617492,0.17904930563636512,7.36,0.173,0.122,0.17300157088983747,-113.7758389,Plant,11.459444834363635,13.958484455,1,0,11.63849414,0.05266156048128386,0.05266156048128386
Semi-Arid,I-NA,periphyton,1,NA,Aquatic,-23.25381033,-113.6066343617492,-1.0559341643636362,7.36,0.173,0.122,0.17300157088983747,-112.3333428,Plant,11.459444834363635,13.958484455,1,0,10.40351067,0,0
Semi-Arid,I-NA,periphyton,1,NA,Aquatic,-25.68464247,-118.9764595617492,0.5347727856363651,7.36,0.173,0.122,0.17300157088983747,-117.703168,Plant,11.459444834363635,13.958484455,1,0,11.99421762,0.15728611342246032,0.15728611342246032
Semi-Arid,I-Herbivore,Thiaridae,2,NA,Invertebrate,-25.18345103,-97.2238067115666,0.30839171907672913,7.36,0.173,0.122,0.31607229912589563,-94.89751459,Animal,11.459444834363635,13.958484455,0.5422937447192748,0.4577062552807252,12.91166262,0.09070344678727328,0.09070344678727328
Transition,F-Invertivore,A.natalis,3.33,80,Fish,-27.17557699,-110.06058693555804,9.452975929332144,-17.17,0.173,0.122,0.4687578546559083,-118.1091593,Animal,16.539629825555554,9.32636498,0.36163682140066306,0.6383631785993369,21.38792308,2.780287038038866,2.6258266470367064
Transition,F-Invertivore,A.natalis,3.33,80,Fish,-26.00796646,-79.29962967555805,5.611532229332146,-17.17,0.173,0.122,0.4687578546559083,-87.34820204,Animal,16.539629825555554,9.32636498,0.36163682140066306,0.6383631785993369,17.54647938,1.6504506556859253,1.6032949226663273
Transition,F-Invertivore,A.natalis,3.33,80,Fish,-26.38364151,-92.42318613555804,8.154902879332145,-17.17,0.173,0.122,0.4687578546559083,-100.47175850000001,Animal,16.539629825555554,9.32636498,0.36163682140066306,0.6383631785993369,20.08985003,2.3985008468623956,2.2652507998144844
Transition,I-Predator,Aeshnidae,3,NA,Invertebrate,-31.32331447,-87.79598921205493,0.7166330678162183,-17.17,0.173,0.122,0.4343917913771157,-95.25449627,Animal,16.539629825555554,9.32636498,0.2172885379564997,0.7827114620435003,11.61035782,0.21077443171065244,0.21077443171065244
Transition,F-Invertivore,C.lutrensis,2.82,40,Fish,-26.06416162,-105.45362569175587,6.980649149332145,-17.17,0.173,0.122,0.4147186143415337,-112.5743443,Animal,16.539629825555554,9.32636498,0.36163682140066306,0.6383631785993369,18.9155963,2.053132102744749,1.99447118552347
Transition,F-Invertivore,C.lutrensis,2.82,40,Fish,-26.16094217,-116.58431849175588,4.859482089332144,-17.17,0.173,0.122,0.4147186143415337,-123.7050371,Animal,16.539629825555554,9.32636498,0.36163682140066306,0.6383631785993369,16.79442924,1.429259438038866,1.3884234540948983
Transition,I-Predator,Coenagrionidae,3,NA,Invertebrate,-27.74481313,-87.90914680205492,6.797887107816216,-17.17,0.173,0.122,0.4343917913771157,-95.36765386,Animal,16.539629825555554,9.32636498,0.2172885379564997,0.7827114620435003,17.69161186,1.9993785611224164,1.9422534593760616
Transition,I-Predator,Coenagrionidae,3,NA,Invertebrate,-27.41700804,-89.50914204705492,8.941382247816216,-17.17,0.173,0.122,0.4343917913771157,-96.967649105,Animal,16.539629825555554,9.32636498,0.2172885379564997,0.7827114620435003,19.835107,2.6298183081812403,2.48371729106006
Transition,I-Predator,Coenagrionidae,3,NA,Invertebrate,-28.4774315,-91.10913729205492,6.590844967816217,-17.17,0.173,0.122,0.4343917913771157,-98.56764435,Animal,16.539629825555554,9.32636498,0.2172885379564997,0.7827114620435003,17.48456972,1.9384838140635934,1.8830985622332048
Transition,I-Filterer,Corbiculidae,2,NA,Invertebrate,-27.62097565,-86.65542655400837,3.020487525912439,-17.17,0.173,0.122,0.31607229912589563,-92.08238793,Animal,16.539629825555554,9.32636498,0.305915566852808,0.694084433147192,14.55350251,0.8883786840918939,0.8883786840918939
Transition,I-Filterer,Corbiculidae,2,NA,Invertebrate,-25.85707206,-79.61357419400838,-0.213023614087561,-17.17,0.173,0.122,0.31607229912589563,-85.04053557,Animal,16.539629825555554,9.32636498,0.305915566852808,0.694084433147192,11.31999137,0,0
Transition,I-Filterer,Corbiculidae,2,NA,Invertebrate,-25.3165297,-83.44303776400838,0.08337204591243896,-17.17,0.173,0.122,0.31607229912589563,-88.86999914,Animal,16.539629825555554,9.32636498,0.305915566852808,0.694084433147192,11.61638703,0.024521189974246755,0.024521189974246755
Transition,I-Filterer,Corbiculidae,2,NA,Invertebrate,-26.10319635,-90.72779840400838,-0.6943962240875621,-17.17,0.173,0.122,0.31607229912589563,-96.15475978,Animal,16.539629825555554,9.32636498,0.305915566852808,0.694084433147192,10.83861876,0,0
Transition,I-Predator,Corduliidae,2,NA,Invertebrate,-27.91756121,-74.93468201400837,5.776885167816218,-17.17,0.173,0.122,0.31607229912589563,-80.36164339,Animal,16.539629825555554,9.32636498,0.2172885379564997,0.7827114620435003,16.67060992,1.699083872887123,1.6505386193760623
Transition,I-Predator,Corydalidae,3,NA,Invertebrate,-27.63467426,-67.06932756205492,3.1232932978162182,-17.17,0.173,0.122,0.4343917913771157,-74.52783462,Animal,16.539629825555554,9.32636498,0.2172885379564997,0.7827114620435003,14.01701805,0.9186156758282995,0.9186156758282995
Transition,I-Gatherer,Dogielinotidae,2,NA,Invertebrate,-25.98084983,-94.54183329400836,4.111593693057246,-17.17,0.173,0.122,0.31607229912589563,-99.96879467,Animal,16.539629825555554,9.32636498,0.2714081763057697,0.7285918236942304,15.39569773,1.209292262663896,1.1747410551592132
Transition,I-Gatherer,Elmidae,2,NA,Invertebrate,-28.2066979,-75.31905803400838,1.7501525530572462,-17.17,0.173,0.122,0.31607229912589563,-80.74601941,Animal,16.539629825555554,9.32636498,0.2714081763057697,0.7285918236942304,13.03425659,0.5147507508991901,0.5147507508991901
Transition,I-Gatherer,Elmidae,2,NA,Invertebrate,-28.55131772,-93.04078351400838,3.847898573057247,-17.17,0.173,0.122,0.31607229912589563,-98.46774489,Animal,16.539629825555554,9.32636498,0.2714081763057697,0.7285918236942304,15.13200261,1.131734874428602,1.0993995923020705
Transition,I-NA,Filamentous Algae,1,NA,Aquatic,-29.54722081,-137.6600037278215,-0.7753367455555544,-17.17,0.173,0.122,0.17300157088983747,-140.6304407,Plant,16.539629825555554,9.32636498,1,0,15.76429308,0,0
Transition,I-NA,Filamentous Algae,1,NA,Aquatic,-20.87235335,-198.1916590278215,2.6459331944444457,-17.17,0.173,0.122,0.17300157088983747,-201.162096,Plant,16.539629825555554,9.32636498,1,0,19.18556302,0.778215645424837,0.778215645424837
Transition,I-NA,Filamentous Algae,1,NA,Aquatic,-25.20978708,-184.8345005278215,0.9352982244444448,-17.17,0.173,0.122,0.17300157088983747,-187.8049375,Plant,16.539629825555554,9.32636498,1,0,17.47492805,0.2750877130718955,0.2750877130718955
Transition,I-Predator,Gomphidae,3,NA,Invertebrate,-27.60784389,-85.26557787205493,5.320940857816218,-17.17,0.173,0.122,0.4343917913771157,-92.72408493,Animal,16.539629825555554,9.32636498,0.2172885379564997,0.7827114620435003,16.21466561,1.5649826052400642,1.5202688165189195
Transition,I-NA,C3 grass,1,NA,Terrestrial,-31.8304093,-93.0579191378215,3.5555766899999988,-17.17,0.173,0.122,0.17300157088983747,-96.02835611,Plant,16.539629825555554,9.32636498,0,1,12.88194167,1.0457578499999998,1.015879054285714
Transition,I-NA,C3 grass,1,NA,Terrestrial,-31.38084803,-85.1489614578215,4.66893567,-17.17,0.173,0.122,0.17300157088983747,-88.11939843,Plant,16.539629825555554,9.32636498,0,1,13.99530065,1.3732163735294118,1.3339816199999999
Transition,I-NA,C3 grass,1,NA,Terrestrial,-30.64614836,-97.4167279278215,-0.7425776250000009,-17.17,0.173,0.122,0.17300157088983747,-100.3871649,Plant,16.539629825555554,9.32636498,0,1,8.583787355,0,0
Transition,I-Predator,Gyrinidae,3,NA,Invertebrate,-29.53426494,-90.21837133205491,1.7817937578162173,-17.17,0.173,0.122,0.4343917913771157,-97.67687839,Animal,16.539629825555554,9.32636498,0.2172885379564997,0.7827114620435003,12.67551851,0.5240569875930051,0.5240569875930051
Transition,F-Invertivore,H.cyanoguttatus,2.9,120,Fish,-26.01004777,-81.11825500645273,3.186906339332144,-17.17,0.173,0.122,0.42354534208196126,-88.39052853,Animal,16.539629825555554,9.32636498,0.36163682140066306,0.6383631785993369,15.12185349,0.9373253939212189,0.9373253939212189
Transition,F-Invertivore,H.cyanoguttatus,2.9,160,Fish,-26.55415962142857,-93.01920357645272,6.276154912189289,-17.17,0.173,0.122,0.42354534208196126,-100.2914771,Animal,16.539629825555554,9.32636498,0.36163682140066306,0.6383631785993369,18.211102062857144,1.8459279153497907,1.7931871177683683
Transition,F-Invertivore,H.cyanoguttatus,2.9,40,Fish,-26.73434092,-83.77287385645273,6.9197544093321435,-17.17,0.173,0.122,0.42354534208196126,-91.04514738,Animal,16.539629825555554,9.32636498,0.36163682140066306,0.6383631785993369,18.85470156,2.0352218850976893,1.9770726883806125
Transition,F-Invertivore,H.cyanoguttatus,2.9,40,Fish,-27.30253642,-101.67436617645274,7.730669469332146,-17.17,0.173,0.122,0.42354534208196126,-108.9466397,Animal,16.539629825555554,9.32636498,0.36163682140066306,0.6383631785993369,19.66561662,2.273726314509455,2.1474081859255962
Transition,F-Invertivore,H.cyanoguttatus,2.9,80,Fish,-26.07873074,-104.40108107645273,8.004695839332143,-17.17,0.173,0.122,0.42354534208196126,-111.6733546,Animal,16.539629825555554,9.32636498,0.36163682140066306,0.6383631785993369,19.93964299,2.3543223056859244,2.2235266220367063
Transition,F-Invertivore,H.cyanoguttatus,2.9,80,Fish,-28.02370762,-92.59798868645274,6.962380729332144,-17.17,0.173,0.122,0.42354534208196126,-99.87026221,Animal,16.539629825555554,9.32636498,0.36163682140066306,0.6383631785993369,18.89732788,2.047759038038866,1.989251636952041
Transition,F-Invertivore,H.cyanoguttatus,2.9,80,Fish,-26.68022707,-105.36777727645271,7.280048329332144,-17.17,0.173,0.122,0.42354534208196126,-112.6400508,Animal,16.539629825555554,9.32636498,0.36163682140066306,0.6383631785993369,19.21499548,2.141190685097689,2.0222356470367067
Transition,F-Invertivore,H.cyanoguttatus,2.9,NA,Fish,-25.04952681,-94.564506522167,3.848629269332144,-17.17,0.173,0.122,0.42354534208196126,-101.83678004571428,Animal,16.539629825555554,9.32636498,0.36163682140066306,0.6383631785993369,15.78357642,1.1319497850976894,1.0996083626663269
Transition,I-Filterer,Hydropsychidae,2,NA,Invertebrate,-29.42694344,-116.01879752400838,4.420384795912439,-17.17,0.173,0.122,0.31607229912589563,-121.4457589,Animal,16.539629825555554,9.32636498,0.305915566852808,0.694084433147192,15.95339978,1.3001131752683646,1.2629670845464112
Transition,F-Piscivore,I.punctatus,4.2,80,Fish,-27.60640654,-102.25902131940413,8.045288333693009,-17.17,0.173,0.122,0.549678880640412,-111.6970077,Animal,16.539629825555554,9.32636498,0.33546701918174465,0.6645329808182554,19.79146577,2.366261274615591,2.2348023149147247
Transition,F-Piscivore,I.punctatus,4.2,80,Fish,-27.330634,-103.51013961940411,8.339612943693009,-17.17,0.173,0.122,0.549678880640412,-112.948126,Animal,16.539629825555554,9.32636498,0.33546701918174465,0.6645329808182554,20.08579038,2.4528273363802966,2.3165591510258357
Transition,F-Piscivore,I.punctatus,4.2,80,Fish,-28.39522006,-98.22026761940413,7.505354893693009,-17.17,0.173,0.122,0.549678880640412,-107.658254,Animal,16.539629825555554,9.32636498,0.33546701918174465,0.6645329808182554,19.25153233,2.2074573216744144,2.0848208038036136
Transition,F-Piscivore,L.cyanellus,3.5,12,Fish,-24.81850227,-87.09756551979106,2.9149057936930083,-17.17,0.173,0.122,0.4856384948675363,-95.43597847666666,Animal,16.539629825555554,9.32636498,0.33546701918174465,0.6645329808182554,14.66108323,0.8573252334391201,0.8573252334391201
